2024-11-25 04:58:01,186 - INFO - Initialized DanGPT Pipeline.
2024-11-25 04:58:01,187 - INFO - Calculated temperatures: [1.0, 0.9375, 0.875, 0.8125, 0.75, 0.6875, 0.625, 0.5625, 0.5]
2024-11-25 04:58:01,187 - INFO - Pipeline execution started.
2024-11-25 04:58:01,187 - INFO - Generating thought 1 on GPU 2 with temperature 1.0
2024-11-25 04:58:01,187 - INFO - Starting GPU monitor (threshold: 75°C, interval: 2s)
2024-11-25 04:58:01,271 - INFO - Current GPU Temperatures: GPU0: 47.0°C, GPU1: 45.0°C, GPU2: 44.0°C, GPU3: 58.0°C
2024-11-25 05:03:47,393 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 54.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:03:49,454 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 54.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:03:51,514 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 54.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:03:53,574 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 54.0°C, GPU2: 56.0°C, GPU3: 61.0°C
2024-11-25 05:03:55,653 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 61.0°C
2024-11-25 05:03:57,731 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:03:59,813 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 61.0°C
2024-11-25 05:04:01,893 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:04:03,954 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:04:06,014 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:04:08,076 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 61.0°C
2024-11-25 05:04:10,138 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 54.0°C, GPU2: 55.0°C, GPU3: 61.0°C
2024-11-25 05:04:12,197 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:14,277 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:16,356 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 56.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:04:18,437 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:04:20,506 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:04:22,586 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 54.0°C, GPU2: 56.0°C, GPU3: 61.0°C
2024-11-25 05:04:24,666 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:26,723 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:28,786 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 54.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:04:30,845 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:04:32,924 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:35,008 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:04:37,083 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 54.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:39,166 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:04:41,245 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 54.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:43,319 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 54.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:45,383 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:04:47,445 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:49,525 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:51,605 - INFO - Current GPU Temperatures: GPU0: 59.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:53,685 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:04:55,747 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:04:57,829 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:04:59,890 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:01,951 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:05:04,033 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:05:06,100 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:08,182 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:05:10,262 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:12,328 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:14,390 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:16,450 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:18,530 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:05:20,590 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:22,650 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:05:24,730 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:26,791 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:28,874 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:30,959 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:05:33,040 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:05:35,121 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:05:37,183 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:05:39,264 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:05:41,345 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:05:43,425 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:45,505 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:05:47,566 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:05:49,631 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:05:51,684 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:53,745 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:05:55,802 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:05:57,861 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 57.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:05:59,922 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:06:01,986 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:06:04,064 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 57.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:06:06,125 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:06:08,209 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:06:10,289 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 57.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:06:12,370 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 57.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:06:14,450 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 57.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:06:16,522 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:06:18,582 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:06:18,895 - INFO - Thought 3 saved to /home/daniel/Desktop/DanGPT/Thoughts/thought_3.txt
2024-11-25 05:06:18,895 - INFO - Generating thought 4 on GPU 2 with temperature 0.8125
2024-11-25 05:06:20,644 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:06:22,726 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:06:24,802 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:06:26,881 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:06:28,962 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 57.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:06:31,022 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:06:33,106 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:06:35,186 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:06:37,245 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:06:39,307 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:06:41,389 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:06:43,469 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:06:45,551 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:06:47,629 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:06:49,714 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:06:51,794 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:06:53,872 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:06:55,934 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:06:58,013 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:00,094 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:02,177 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:04,250 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:07:06,329 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:08,414 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:07:10,474 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 63.0°C
2024-11-25 05:07:12,546 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:07:14,611 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:07:16,670 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:18,735 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:07:20,814 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 56.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:07:22,894 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:07:24,967 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:27,049 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:07:29,135 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:31,218 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:07:33,271 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:07:35,359 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:07:37,445 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:39,505 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:41,585 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:43,665 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:45,726 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:07:47,789 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:07:49,869 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:51,951 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:07:54,015 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:07:56,079 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:07:58,161 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:00,242 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:02,321 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:08:04,407 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:06,471 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:08,554 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:10,615 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:12,696 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:14,777 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:08:16,852 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:08:18,913 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:08:20,975 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 58.0°C, GPU3: 62.0°C
2024-11-25 05:08:23,059 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:25,142 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:27,221 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:08:29,283 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:08:31,365 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:33,426 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:35,506 - INFO - Current GPU Temperatures: GPU0: 62.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:08:37,586 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:08:39,647 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:41,726 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:41,737 - INFO - Thought 4 saved to /home/daniel/Desktop/DanGPT/Thoughts/thought_4.txt
2024-11-25 05:08:41,738 - INFO - Generating thought 5 on GPU 2 with temperature 0.75
2024-11-25 05:08:43,788 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:45,850 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:08:47,929 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:08:50,010 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:52,091 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:08:54,155 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:56,238 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:08:58,298 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:09:00,377 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:09:02,455 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:09:04,537 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:09:06,619 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:09:08,698 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:09:10,777 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:09:12,856 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:09:14,939 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:09:17,021 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:09:19,101 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:09:21,182 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:09:23,261 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:09:25,339 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 63.0°C
2024-11-25 05:09:27,418 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:09:29,498 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 63.0°C
2024-11-25 05:09:31,558 - INFO - Current GPU Temperatures: GPU0: 61.0°C, GPU1: 55.0°C, GPU2: 55.0°C, GPU3: 62.0°C
2024-11-25 05:09:33,618 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 56.0°C, GPU2: 56.0°C, GPU3: 62.0°C
2024-11-25 05:09:35,706 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
2024-11-25 05:09:37,766 - INFO - Current GPU Temperatures: GPU0: 60.0°C, GPU1: 55.0°C, GPU2: 57.0°C, GPU3: 62.0°C
